smiles,Cation,Anion,Melting point (K)
CCCCCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,CCCCCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,F[B-](F)(F)F,330.15
CCCCCCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,CCCCCCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,F[B-](F)(F)F,319.15
CCCCCCCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,CCCCCCCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,F[B-](F)(F)F,316.15
CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F,CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC[N+](C)(C)Cc1ccccc1,F[B-](F)(F)F,372.15
CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC[N+](C)(C)Cc1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,320.15
CC[N+](C)(CC)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,CC[N+](C)(CC)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,F[B-](F)(F)F,424.15
CC[N+](CC)(CC)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,CC[N+](CC)(CC)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,F[B-](F)(F)F,399.15
CCC[N+](C)(CC)CC.F[B-](F)(F)F,CCC[N+](C)(CC)CC,F[B-](F)(F)F,459.15
CCC[N+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+](C)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,287.15
CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)F,CCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)F,368.15
CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)F,CCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)C(F)(F)F,327.15
CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,330.15
CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,327.15
CCCC[N+](C)(CC)CC.F[B-](F)(F)F,CCCC[N+](C)(CC)CC,F[B-](F)(F)F,438.15
CCCC[N+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+](C)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,282.15
CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)F,CCCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)F,270.15
CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)F,CCCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)C(F)(F)F,288.15
CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15
CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.15
COCC[N+](C)(C)C.F[B-](F)(F)F,COCC[N+](C)(C)C,F[B-](F)(F)F,327.15
COCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,COCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,310.15
COCC[N+](C)(C)C.F[B-](F)(F)C(F)(F)F,COCC[N+](C)(C)C,F[B-](F)(F)C(F)(F)F,350.15
COCC[N+](C)(C)C.F[B-](F)(F)C(F)(F)C(F)(F)F,COCC[N+](C)(C)C,F[B-](F)(F)C(F)(F)C(F)(F)F,303.15
COCC[N+](C)(C)C.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,COCC[N+](C)(C)C,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,296.15
COCC[N+](C)(C)C.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COCC[N+](C)(C)C,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15
CC[N+](C)(C)CCOC.F[B-](F)(F)F,CC[N+](C)(C)CCOC,F[B-](F)(F)F,277.15
CC[N+](C)(C)CCOC.F[B-](F)(F)C(F)(F)F,CC[N+](C)(C)CCOC,F[B-](F)(F)C(F)(F)F,281.15
CC[N+](C)(C)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)F,CC[N+](C)(C)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)F,240.15
CC[N+](C)(C)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[N+](C)(C)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,245.15
CC[N+](C)(CC)CCOC.F[B-](F)(F)C(F)(F)F,CC[N+](C)(CC)CCOC,F[B-](F)(F)C(F)(F)F,251.15
CC[N+](CC)(CC)CCOC.F[B-](F)(F)F,CC[N+](CC)(CC)CCOC,F[B-](F)(F)F,329.15
CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)F,CC[N+](CC)(CC)CCOC,F[B-](F)(F)C(F)(F)F,283.15
CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)F,CC[N+](CC)(CC)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)F,276.15
CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[N+](CC)(CC)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,279.15
CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[N+](CC)(CC)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,284.15
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.F[B-](F)(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,F[B-](F)(F)F,333.15
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,309.15
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[BH4-],CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[BH4-],265.15
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,234.15
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=[N+]([O-])[O-],CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=[N+]([O-])[O-],286.15
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.Cc1ccc(S(=O)(=O)[O-])cc1,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,Cc1ccc(S(=O)(=O)[O-])cc1,351.15
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([O-])OCC(F)(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=S(=O)([O-])OCC(F)(F)F,277.15
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([O-])OCC(F)(F)C(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=S(=O)([O-])OCC(F)(F)C(F)F,268.15
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,271.15
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([O-])O,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=S(=O)([O-])O,251.15
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.F[P-](F)(F)(F)(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,F[P-](F)(F)(F)(F)F,332.15
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=P([O-])(O)O,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=P([O-])(O)O,250.15
CC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,CC(=O)[O-],250.15
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=C[O-],CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=C[O-],277.15
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=C([O-])O,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=C([O-])O,266.15
CC=CC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,CC=CC(=O)[O-],291.15
CCCCCCCC[N+]12CCN(CC1)CC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCC[N+]12CCN(CC1)CC2,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,299.15
CCC[NH+](CCC)CCC.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,CCC[NH+](CCC)CCC,O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,263.15
CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CCC[NH+](CCC)CCC,CCC[NH+](CCC)CCC,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F,190.15
CCC[NH+](CCC)CCC.O=C([CH-]C(=O)C(F)(F)F)c1ccco1,CCC[NH+](CCC)CCC,O=C([CH-]C(=O)C(F)(F)F)c1ccco1,191.15
CCC[NH+](CCC)CCC.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,CCC[NH+](CCC)CCC,O=C([CH-]C(=O)C(F)(F)F)c1cccs1,208.15
CCCC[NH+](CCCC)CCCC.O=[N+]([O-])[O-],CCCC[NH+](CCCC)CCCC,O=[N+]([O-])[O-],295.15
CCCC[NH+](CCCC)CCCC.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,CCCC[NH+](CCCC)CCCC,O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,180.15
CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CCCC[NH+](CCCC)CCCC,CCCC[NH+](CCCC)CCCC,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F,208.15
CCCC[NH+](CCCC)CCCC.O=C([CH-]C(=O)C(F)(F)F)c1ccco1,CCCC[NH+](CCCC)CCCC,O=C([CH-]C(=O)C(F)(F)F)c1ccco1,208.15
CCCC[NH+](CCCC)CCCC.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,CCCC[NH+](CCCC)CCCC,O=C([CH-]C(=O)C(F)(F)F)c1cccs1,325.15
CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C,O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,262.15
CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C,CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F,177.14999999999998
CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C.O=C([CH-]C(=O)C(F)(F)F)c1ccco1,CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C,O=C([CH-]C(=O)C(F)(F)F)c1ccco1,181.15
CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C,O=C([CH-]C(=O)C(F)(F)F)c1cccs1,187.15
CCC[NH2+]CCC.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,CCC[NH2+]CCC,O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,370.15
CCC[NH2+]CCC.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,CCC[NH2+]CCC,O=C([CH-]C(=O)C(F)(F)F)c1cccs1,376.15
CCC[NH2+]CCC.N#C[S-],CCC[NH2+]CCC,N#C[S-],279.15
CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)[NH2+]C(C)C,CC(C)[NH2+]C(C)C,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F,364.15
CC(C)[NH2+]C(C)C.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,CC(C)[NH2+]C(C)C,O=C([CH-]C(=O)C(F)(F)F)c1cccs1,397.15
CCCC[NH2+]CCCC.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,CCCC[NH2+]CCCC,O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,357.15
CCCC[NH2+]CCCC.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,CCCC[NH2+]CCCC,O=C([CH-]C(=O)C(F)(F)F)c1cccs1,344.15
CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)C[NH2+]CC(C)C,CC(C)C[NH2+]CC(C)C,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F,336.15
CC(C)C[NH2+]CC(C)C.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,CC(C)C[NH2+]CC(C)C,O=C([CH-]C(=O)C(F)(F)F)c1cccs1,413.15
CC[N+]12CCN(CC1)CC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+]12CCN(CC1)CC2,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,349.15
CC[NH+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[NH+](CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,276.15
CC[NH3+].O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[NH3+],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,321.15
CC[NH3+].O=[N+]([O-])[O-],CC[NH3+],O=[N+]([O-])[O-],282.15
CC[NH3+].O=S(=O)([O-])O,CC[NH3+],O=S(=O)([O-])O,313.15
CC(=O)[O-].CC[NH3+],CC[NH3+],CC(=O)[O-],360.15
CC[NH3+].O=C[O-],CC[NH3+],O=C[O-],258.15
C[N+](C)(C)CC#N.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[N+](C)(C)CC#N,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,308.15
O=[N+]([O-])[O-].[NH3+]CCO,[NH3+]CCO,O=[N+]([O-])[O-],324.15
O=C[O-].[NH3+]CCO,[NH3+]CCO,O=C[O-],191.15
COS(=O)(=O)[O-].[NH3+]CCO,[NH3+]CCO,COS(=O)(=O)[O-],372.15
CCCCC[N+](C)(C)CCCCC.[Br-],CCCCC[N+](C)(C)CCCCC,[Br-],349.15
CCCCC[N+](C)(C)CCCCC.[I-],CCCCC[N+](C)(C)CCCCC,[I-],359.15
CCCCCC[N+](C)(C)CCCCCC.[Br-],CCCCCC[N+](C)(C)CCCCCC,[Br-],327.15
CCCCCC[N+](C)(C)CCCCCC.[I-],CCCCCC[N+](C)(C)CCCCCC,[I-],318.15
CCCCC[N+](CC)(CC)CCCCC.[Br-],CCCCC[N+](CC)(CC)CCCCC,[Br-],331.15
CCCCC[N+](CC)(CC)CCCCC.[I-],CCCCC[N+](CC)(CC)CCCCC,[I-],368.15
CCCCCC[N+](CC)(CC)CCCCCC.[Br-],CCCCCC[N+](CC)(CC)CCCCCC,[Br-],348.15
CCCCCC[N+](CC)(CC)CCCCCC.[I-],CCCCCC[N+](CC)(CC)CCCCCC,[I-],346.15
O=C1CCCCC[NH2+]1.O=[N+]([O-])[O-],O=C1CCCCC[NH2+]1,O=[N+]([O-])[O-],318.15
O=C([O-])c1ccccc1.O=C1CCCCC[NH2+]1,O=C1CCCCC[NH2+]1,O=C([O-])c1ccccc1,304.15
O=C([O-])CCl.O=C1CCCCC[NH2+]1,O=C1CCCCC[NH2+]1,O=C([O-])CCl,302.15
CCCC(=O)OCC[N+](C)(C)C.O=C1[N-]S(=O)(=O)c2ccccc21,CCCC(=O)OCC[N+](C)(C)C,O=C1[N-]S(=O)(=O)c2ccccc21,362.15
CC1=CC(=O)[N-]S(=O)(=O)O1.CCCC(=O)OCC[N+](C)(C)C,CCCC(=O)OCC[N+](C)(C)C,CC1=CC(=O)[N-]S(=O)(=O)O1,322.15
C[N+](C)(C)CCO.O=P([O-])(O)O,C[N+](C)(C)CCO,O=P([O-])(O)O,392.15
O=C1CCC[NH2+]1.O=[N+]([O-])[O-],O=C1CCC[NH2+]1,O=[N+]([O-])[O-],281.15
O=C([O-])c1ccccc1.O=C1CCC[NH2+]1,O=C1CCC[NH2+]1,O=C([O-])c1ccccc1,280.15
O=C([O-])CCl.O=C1CCC[NH2+]1,O=C1CCC[NH2+]1,O=C([O-])CCl,305.15
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.F[B-](F)(F)F,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,F[B-](F)(F)F,301.15
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.O=N[O-],CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,O=N[O-],271.15
CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F,CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,F[B-](F)(F)F,329.15
CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=[N+]([O-])[O-],CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,O=[N+]([O-])[O-],309.15
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.O=[N+]([O-])[O-],CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,O=[N+]([O-])[O-],358.15
C[N+](C)(C)CCCCS(=O)(=O)O.O=S(=O)([O-])O,C[N+](C)(C)CCCCS(=O)(=O)O,O=S(=O)([O-])O,262.15
C[NH3+].O=C[O-],C[NH3+],O=C[O-],286.15
CCC[NH3+].O=[N+]([O-])[O-],CCC[NH3+],O=[N+]([O-])[O-],277.15
CCC[NH3+].O=C([O-])C(F)(F)F,CCC[NH3+],O=C([O-])C(F)(F)F,340.15
CCC[NH3+].O=C[O-],CCC[NH3+],O=C[O-],323.15
CCCC[NH3+].O=C[O-],CCCC[NH3+],O=C[O-],275.15
CCCC[NH3+].N#C[S-],CCCC[NH3+],N#C[S-],294.15
CCCCC[NH3+].O=C[O-],CCCCC[NH3+],O=C[O-],285.15
CC(C)C[NH3+].O=C[O-],CC(C)C[NH3+],O=C[O-],299.15
CCC(C)C[NH3+].O=C[O-],CCC(C)C[NH3+],O=C[O-],272.15
CC(C)CC[NH3+].O=C[O-],CC(C)CC[NH3+],O=C[O-],320.15
C[N+](C)(C)CCCS(=O)(=O)O.O=S(=O)([O-])O,C[N+](C)(C)CCCS(=O)(=O)O,O=S(=O)([O-])O,261.15
CC[N+](CC)(CC)CCCS(=O)(=O)O.O=S(=O)([O-])O,CC[N+](CC)(CC)CCCS(=O)(=O)O,O=S(=O)([O-])O,264.15
CCCC[N+](CCCC)(CCCC)CCCS(=O)(=O)O.O=S(=O)([O-])O,CCCC[N+](CCCC)(CCCC)CCCS(=O)(=O)O,O=S(=O)([O-])O,266.15
CC[N+](CC)(CC)Cc1ccccc1.N#C[N-]C#N,CC[N+](CC)(CC)Cc1ccccc1,N#C[N-]C#N,356.15
CC[N+](CC)(CC)Cc1ccccc1.O=S(=O)([O-])C(F)(F)F,CC[N+](CC)(CC)Cc1ccccc1,O=S(=O)([O-])C(F)(F)F,382.15
CC[N+](CC)(CC)Cc1ccccc1.O=C1[N-]S(=O)(=O)c2ccccc21,CC[N+](CC)(CC)Cc1ccccc1,O=C1[N-]S(=O)(=O)c2ccccc21,424.15
CC[N+](CC)(CC)Cc1ccccc1.N#C[S-],CC[N+](CC)(CC)Cc1ccccc1,N#C[S-],361.15
C[N+](C)(C)c1ccccc1.N#C[N-]C#N,C[N+](C)(C)c1ccccc1,N#C[N-]C#N,390.15
C[N+](C)(C)c1ccccc1.O=S(=O)([O-])C(F)(F)F,C[N+](C)(C)c1ccccc1,O=S(=O)([O-])C(F)(F)F,356.15
C[N+](C)(C)c1ccccc1.Cc1ccc(S(=O)(=O)[O-])cc1,C[N+](C)(C)c1ccccc1,Cc1ccc(S(=O)(=O)[O-])cc1,423.15
C[N+](C)(C)c1ccccc1.O=C1[N-]S(=O)(=O)c2ccccc21,C[N+](C)(C)c1ccccc1,O=C1[N-]S(=O)(=O)c2ccccc21,467.15
C[N+](C)(C)c1ccccc1.N#C[S-],C[N+](C)(C)c1ccccc1,N#C[S-],389.15
CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCC[N+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,280.15
CC[N+](CC)(CC)COC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+](CC)(CC)COC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,270.15
C[N+](C)(Cc1ccccc1)Cc1ccccc1.[Br-],C[N+](C)(Cc1ccccc1)Cc1ccccc1,[Br-],448.15
C[N+](C)(Cc1ccccc1)Cc1ccccc1.F[B-](F)(F)F,C[N+](C)(Cc1ccccc1)Cc1ccccc1,F[B-](F)(F)F,439.15
C[N+](C)(Cc1ccccc1)Cc1ccccc1.F[P-](F)(F)(F)(F)F,C[N+](C)(Cc1ccccc1)Cc1ccccc1,F[P-](F)(F)(F)(F)F,491.15
Cc1ccccc1C[N+](C)(C)Cc1ccccc1C.F[B-](F)(F)F,Cc1ccccc1C[N+](C)(C)Cc1ccccc1C,F[B-](F)(F)F,504.15
Cc1ccccc1C[N+](C)(C)Cc1ccccc1C.F[P-](F)(F)(F)(F)F,Cc1ccccc1C[N+](C)(C)Cc1ccccc1C,F[P-](F)(F)(F)(F)F,543.15
Cc1cccc(C[N+](C)(C)Cc2cccc(C)c2)c1.[Cl-],Cc1cccc(C[N+](C)(C)Cc2cccc(C)c2)c1,[Cl-],422.15
Cc1cccc(C[N+](C)(C)Cc2cccc(C)c2)c1.F[B-](F)(F)F,Cc1cccc(C[N+](C)(C)Cc2cccc(C)c2)c1,F[B-](F)(F)F,436.15
Cc1cccc(C[N+](C)(C)Cc2cccc(C)c2)c1.F[P-](F)(F)(F)(F)F,Cc1cccc(C[N+](C)(C)Cc2cccc(C)c2)c1,F[P-](F)(F)(F)(F)F,434.15
Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1.[Br-],Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1,[Br-],475.15
Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1.F[B-](F)(F)F,Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1,F[B-](F)(F)F,479.15
Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1.F[P-](F)(F)(F)(F)F,Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1,F[P-](F)(F)(F)(F)F,491.15
CCCC[N+](C)(C)CCCC.F[P-](F)(F)(F)(F)F,CCCC[N+](C)(C)CCCC,F[P-](F)(F)(F)(F)F,437.15
CCCC[N+](C)=C(N(C)C)N(C)C.O=[N+]([O-])[O-],CCCC[N+](C)=C(N(C)C)N(C)C,O=[N+]([O-])[O-],345.15
CCCC[N+](C)=C(N(C)C)N(C)C.O=[N+]([O-])[N-][N+](=O)[O-],CCCC[N+](C)=C(N(C)C)N(C)C,O=[N+]([O-])[N-][N+](=O)[O-],348.15
Cn1cnn(C)c1=[N+](C)C.O=[N+]([O-])[O-],Cn1cnn(C)c1=[N+](C)C,O=[N+]([O-])[O-],347.15
C[NH+]=C1N(C)CCN1C.O=[N+]([O-])[O-],C[NH+]=C1N(C)CCN1C,O=[N+]([O-])[O-],276.15
CCC[NH+]=C1N(C)CCN1C.[O-][Cl+3]([O-])([O-])[O-],CCC[NH+]=C1N(C)CCN1C,[O-][Cl+3]([O-])([O-])[O-],279.15
CCC[N+](C)=C1N(C)CCN1C.[O-][Cl+3]([O-])([O-])[O-],CCC[N+](C)=C1N(C)CCN1C,[O-][Cl+3]([O-])([O-])[O-],312.15
CCC[N+](C)=C1N(C)CCN1C.O=[N+]([O-])[O-],CCC[N+](C)=C1N(C)CCN1C,O=[N+]([O-])[O-],304.15
CCCC[N+](C)=C1N(C)CCN1C.[O-][Cl+3]([O-])([O-])[O-],CCCC[N+](C)=C1N(C)CCN1C,[O-][Cl+3]([O-])([O-])[O-],301.15
CCCC[N+](C)=C1N(C)CCN1C.O=[N+]([O-])[O-],CCCC[N+](C)=C1N(C)CCN1C,O=[N+]([O-])[O-],280.15
CCCC[N+](C)=C1N(C)CCN1C.F[P-](F)(F)(F)(F)F,CCCC[N+](C)=C1N(C)CCN1C,F[P-](F)(F)(F)(F)F,258.15
CCC[N+](C)=C1N(C)CCCN1C.[O-][Cl+3]([O-])([O-])[O-],CCC[N+](C)=C1N(C)CCCN1C,[O-][Cl+3]([O-])([O-])[O-],401.15
